acc_vectorizer_type;acc_vectorizer_parameters;acc_model;acc_model_parameters;f1_vectorizer_type;f1_vectorizer_parameters;f1_model;f1_model_parameters;avg_char_per_word;avg_class_count;avg_unique_words_per_doc;english_stopword_ratio;max_char_per_word;max_class_count;max_min_length_ratio;max_words_per_doc;min_char_per_word;min_class_count;min_words_per_doc;number_of_classes;number_of_documents;number_of_words;punctuation_token_ratio;special_char_ratio;type_token_relation;vocabulary_size;avg_bigram_freq_per_doc;avg_std_ratio_class_count;avg_trigram_freq_per_doc;avg_words_per_doc;hapax_legomena_ratio;high_frequency_word_ratio;kurtosis_per_doc;long_word_ratio;median_words_per_doc;numeric_token_ratio;rare_word_ratio;skewness_per_doc;std_char_per_word;std_class_count;std_words_per_doc;variance_words_per_doc;class_entropy;corpus_word_entropy;max_class_entropy;mean_info_gain_ratio;mean_mutual_info_words_classes;normalized_class_entropy;words_per_doc_entropy;avg_feature_importance;avg_prediction_time;avg_training_time;avg_tree_depth;coef_stability;embedding_matrix_size;ideal_clusters_for_kmeans;num_tree_leaves;num_tree_nodes;sparsity;svd_top10_singular_ratio;svd_total_explained_ratio;svd_total_explained_variance;svd_total_singular_sum;avg_acc;avg_balanced_acc;avg_f1_macro;avg_f1_micro;avg_f1_weighted;cluster_label_agreement;davies_bouldin_score_embeddings;linear_vs_nonlinear_gap_acc;linear_vs_nonlinear_gap_balanced_acc;linear_vs_nonlinear_gap_f1_macro;linear_vs_nonlinear_gap_f1_micro;linear_vs_nonlinear_gap_f1_weighted;robustness_to_noise_acc_linear;robustness_to_noise_balanced_acc_linear;robustness_to_noise_f1_macro_linear;robustness_to_noise_f1_micro_linear;robustness_to_noise_f1_weighted_linear;silhouette_score_embeddings;automated_readability_index;coleman_liau_index;dale_chall_readability_score;difficult_words;flesch_kincaid_grade;flesch_reading_ease;gunning_fog;linsear_write_formula;school_grade;smog_index
word2vec;{'hs': 1, 'min_count': 10, 'sg': 0, 'vector_size': 1000, 'window': 7, 'workers': 1};svm;OrderedDict([('C', 1.0208162761937511), ('degree', 2), ('gamma', 0.1049873742901332)]);tf-idf;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.float64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l1', 'preprocessor': None, 'smooth_idf': True, 'stop_words': None, 'strip_accents': None, 'sublinear_tf': False, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'use_idf': True, 'vocabulary': None};nb;OrderedDict([('alpha', 0.07363954893413283), ('fit_prior', False)]);5.904747132767446;879.5555555555555;104.2688226376958;0.37626099029534327;313.0;2185.0;78.25;313.0;4.0;34.0;4.0;9.0;7916.0;1234640.0;0.0007151882330071924;0.025692955757962814;0.027987105553035702;34554.0;154.9676604345629;1.368803838704881;153.9676604345629;155.9676604345629;0.22631243850205476;2.8940209527116978e-05;0.2823993347474345;0.4000242985809629;151.0;0.0005936953281928336;0.006872448648998899;0.45875973661398917;45.47677044336449;642.5723910796182;45.479643174515665;2068.3979432812694;2.81178082043049;10.505969522139006;3.169925001442312;0.017168309144560086;0.004663124744739881;0.8870180900655797;6.408942551035552;1;5.062421162923177e-06;0.9451229572296143;58.0;0.525542339784524;3455400.0;8.0;2269.0;4537.0;0.9264474482061648;0.20224223258871155;0.3566658898919563;0.2998776641917064;505.0791673256962;0.4075263388614674;0.32716233117439875;0.3417931026241328;0.4075263388614674;0.3935304965288762;0.08568384828726791;7.419919091917617;-0.057476052482718976;-0.05388470741301443;-0.06758695235740847;-0.057476052482718976;-0.07167993868353056;0.09069853137982076;0.08927523409497973;0.10326295577714811;0.07907839896546082;0.09478701103216708;0.010790994478550192;17.65400483361916;16.128793188728967;12.7260685348651;17293.0;15.955168760956976;20.827637117753397;18.973892060856663;15.8;15;16.886612132878067
tf-idf;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.float64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 1.0, 'max_features': None, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'preprocessor': None, 'smooth_idf': True, 'stop_words': None, 'strip_accents': None, 'sublinear_tf': False, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'use_idf': True, 'vocabulary': None};lr;OrderedDict([('C', 10.0), ('max_iter', 100)]);tf-idf;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.float64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 1.0, 'max_features': None, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'preprocessor': None, 'smooth_idf': True, 'stop_words': None, 'strip_accents': None, 'sublinear_tf': False, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'use_idf': True, 'vocabulary': None};lr;OrderedDict([('C', 9.912546437550622), ('max_iter', 134)]);4.966758174075247;2647.75;15.226135397979416;0.36837932819970354;33.0;3357.0;33.0;33.0;1.0;2280.0;1.0;4.0;10591.0;170478.0;0.005038773331456258;0.05360858513900049;0.13350109691573106;22759.0;15.096497025776603;5.458660522427299;14.09715796430932;16.096497025776603;0.29276330242980797;0.0;-0.9433138696441699;0.23937399547155644;16.0;0.005384859043395629;0.042410164361383874;-0.09974014690884864;6.596089146965346;485.0548938006914;6.596400569696191;43.512500475888224;1.9826421927914852;11.480330377485352;2.0;0.03106339528470179;0.00145652498279376;0.9913210963957426;3.7669428691923486;1;3.841718037923177e-06;0.24429591496785483;330.0;0.9738344723930894;2275900.0;9.0;1052.0;2103.0;0.9899854593522802;0.16104350874328097;0.36128101228025855;0.3496853419061173;606.6835770125274;0.8450849604300665;0.839682271141798;0.844546391479708;0.8450849604300665;0.8448291964196296;-0.00023866761426929181;9.43699443336453;0.047113853849179765;0.04656699358088756;0.04731783387122812;0.047113853849179765;0.04719346550964998;0.18628390280716145;0.1976019368963201;0.21552327448855713;0.19695327691144593;0.20576906972809605;0.00797450447360927;10.15784021054911;9.842380439247716;9.815686020598339;11438.0;8.398826760589618;64.03746210294727;10.472440608466844;11.8;9;10.873897342769771
tf-idf;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.float64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 1.0, 'max_features': None, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'preprocessor': None, 'smooth_idf': True, 'stop_words': None, 'strip_accents': None, 'sublinear_tf': False, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'use_idf': True, 'vocabulary': None};lr;OrderedDict([('C', 3.444072203976976), ('max_iter', 1000)]);tf-idf;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.float64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 1.0, 'max_features': None, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'preprocessor': None, 'smooth_idf': True, 'stop_words': None, 'strip_accents': None, 'sublinear_tf': False, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'use_idf': True, 'vocabulary': None};svm;OrderedDict([('C', 3.8616645233980376), ('degree', 4), ('gamma', 2.13622392639816)]);128.51860914359304;3882.5;1.0;0.0;1.0;5322.0;1.0;1.0;1.0;2443.0;1.0;2.0;7765.0;7765.0;0.0;0.9731009617397974;1.0;7765.0;0.0;1.9071497589140471;0.0;1.0;1.0;0.0;;0.9990985189954926;1.0;0.0;1.0;;0.0;2035.7604230360703;0.0;0.0;0.8984311530833999;12.922770209274663;1.0;0.026037086053193464;0.0003366967420746088;0.8984311530833999;0.0;1;4.6173731486002605e-06;0.061773459116617836;910.0;0.7893574952166604;776500.0;9.0;1120.0;2239.0;0.9986914359304572;0.15442884230405798;0.3747010530088116;0.23863803530878022;419.5444674128434;0.7373250559325517;0.6186758500921496;0.6231189068763527;0.7373250559325517;0.699946915519678;-0.0032688298933967286;1.9511762662496503;-0.0028333421886157506;0.01908219765164998;0.027625710254935876;-0.0028333421886157506;0.014630415297529953;0.036960009344810474;0.0437559875708734;0.07776746019114644;0.04005060246765879;0.053846281120767836;0.20064889641989717;587.1146407675682;643.8757501609788;19.746121576763485;633.0;1.6621361412658686;94.62334589991801;4.1229893687228305;2.0;1;5.979540891863625
bow;{'analyzer': 'word', 'binary': True, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};nb;OrderedDict([('alpha', 2.2870145342106007), ('fit_prior', True)]);tf-idf;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.float64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'norm': 'l1', 'preprocessor': None, 'smooth_idf': True, 'stop_words': None, 'strip_accents': None, 'sublinear_tf': False, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'use_idf': True, 'vocabulary': None};nb;OrderedDict([('alpha', 0.08652706723805004), ('fit_prior', False)]);3.6506407935703424;1142.857142857143;9.629625;0.00070221508448337;86.0;3719.0;86.0;86.0;1.0;234.0;1.0;7.0;8000.0;82866.0;0.00024135351048681003;0.7999837910117685;0.09479159124369464;7855.0;9.35825;0.9443008271992634;8.40975;10.35825;0.5923615531508594;0.0;3.0044734981338674;0.055631984167209714;8.0;0.0013757150097748173;0.05631984167209712;1.3465208360011998;7.707328132206388;1210.268073413411;7.707809885379481;59.41033322915364;2.2421127142677473;9.214074748483101;2.807354922057604;0.05972901731743424;0.0004888389418616927;0.7986566631284469;2.836350121774006;1;3.768603006998698e-06;0.15409167607625326;458.0;0.35798663681939397;785500.0;9.0;2864.0;5727.0;0.995688;0.20583722735207305;0.6879635411738854;0.6148802679662669;660.2434033032417;0.44949988903300064;0.18128723285891243;0.16739311559939554;0.44949988903300064;0.35940701706817313;0.0116938569584195;4.1716376036736165;-0.015500313023512735;-0.0019482025987032914;0.002873978756386647;-0.015500313023512735;-0.004575266830649849;0.016750016150456792;0.022745427278664687;0.03015556123645463;0.0168750005274097;0.02731943509201401;0.04975193823611116;2.1455659035098407;-5.833250428609372;19.986484580870282;291.0;1.3000513915280152;108.47250966644874;5.163273969522757;12.5;1;3.937626508880447
bow;{'analyzer': 'word', 'binary': True, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};lr;OrderedDict([('C', 6.6360850776123375), ('max_iter', 731)]);bow;{'analyzer': 'word', 'binary': True, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};lr;OrderedDict([('C', 6.6360850776123375), ('max_iter', 731)]);4.724412253621468;157.0;10.464968152866241;0.45269668936866375;16.0;208.0;8.0;16.0;2.0;112.0;2.0;5.0;785.0;8422.0;0.0;0.034782097658197245;0.16516266919971503;1391.0;9.728662420382166;4.603729468756405;8.728662420382166;10.728662420382166;0.5168943206326384;0.0;0.23491013595022237;0.25611493706957966;11.0;0.0;0.08632153882688197;-0.3582792334848471;2.111299625578979;34.10278580995987;2.1126456885946356;4.463271805537502;2.2947933812888346;8.179553434467447;2.321928094887362;0.1219102426267786;0.004829531471524041;0.9883137149430788;3.347285024098586;1;3.5285949707031247e-06;0.012230714162190756;47.0;0.29833454691167005;139100.0;9.0;221.0;441.0;0.9907082802547771;0.1729235886893677;0.537933428269287;0.516011440979014;198.75918411192046;0.6271988405005865;0.6120479420158392;0.6238551331202831;0.6271988405005865;0.6260394496528741;0.055783747180337094;6.742339310244008;-0.0330788804071247;-0.028852736453723882;-0.02540629110958348;-0.0330788804071247;-0.029636786246062807;0.13757519035223698;0.16402918940833838;0.204574873850209;0.15284724050188658;0.17736342175781994;0.01545199305396667;6.193155183944871;7.748397055331278;9.34016106358953;594.0;6.547508656870491;67.25353163059336;8.585706289164918;5.181818181818182;8;9.568072550026907
bow;{'analyzer': 'word', 'binary': True, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 10, 'ngram_range': (1, 3), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};rf;OrderedDict([('max_depth', 50), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 5), ('n_estimators', 196)]);tf-idf;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.float64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'norm': 'l1', 'preprocessor': None, 'smooth_idf': True, 'stop_words': None, 'strip_accents': None, 'sublinear_tf': False, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'use_idf': True, 'vocabulary': None};svm;OrderedDict([('C', 10.0), ('degree', 2), ('gamma', 4.802911712232461)]);5.026879556905797;1997.0;115.24386579869805;0.04734172843078572;5880.0;1998.0;840.0;5880.0;7.0;1996.0;7.0;2.0;3994.0;777803.0;0.0013345281517299367;0.09310802336867435;0.11588281351447603;90134.0;193.74286429644468;1412.0922420295353;192.74286429644468;194.74286429644468;0.6382275279029002;2.2189184991235272e-05;93.20515962602757;0.29164582805671874;119.0;0.010434518766320006;0.07826789045555237;6.973310906875365;250.04131502461144;1.4142135623730951;250.07262302135652;62536.31678478149;0.9999998191208821;11.248190598264415;1.0;0.020978223211072962;0.005558781676109103;0.9999998191208821;6.184332211066188;1;4.952748616536458e-06;0.13314048449198404;38.0;0.7216559099061733;9013400.0;3.0;294.0;587.0;0.942665498247371;0.23460546019334866;0.444687513284517;0.36272893707570936;377.1265725427359;0.7701451764812647;0.7701364271539709;0.7693219336566908;0.7701451764812647;0.7693223575851907;0.20653850162298737;6.127514745895033;0.020276662838646264;0.02028344133607285;0.020250191307284005;0.020276662838646264;0.020248312194927176;0.128174380240496;0.13815281446860395;0.14373432379160211;0.12366555135150181;0.1271949439258403;0.02310719389894584;13.177090174283002;11.23486465097455;19.698719767204736;53906.0;10.639202290655113;57.721575945512015;13.515233667368173;21.333333333333332;10;12.357083498881071
tf-idf;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.float64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 1.0, 'max_features': None, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'preprocessor': None, 'smooth_idf': True, 'stop_words': None, 'strip_accents': None, 'sublinear_tf': False, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'use_idf': True, 'vocabulary': None};nb;OrderedDict([('alpha', 0.9657665373280458), ('fit_prior', False)]);bow;{'analyzer': 'word', 'binary': True, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};nb;OrderedDict([('alpha', 0.006154985294379204), ('fit_prior', True)]);6.713373313343328;3960.0;16.25719696969697;0.21329040141339267;55.0;5894.0;55.0;55.0;1.0;2026.0;1.0;2.0;7920.0;133400.0;0.014010494752623687;0.10503675093750273;0.22913793103448277;30567.0;15.843434343434344;1.4478504930189908;14.843560606060606;16.843434343434343;0.7364150881669774;0.0;3.8741487872002924;0.34805097451274364;15.0;0.007563718140929535;0.1912143928035982;1.7201043655046704;5.48954307340603;2735.0890296295656;5.4898896682905765;30.138888570003612;0.8203545955614211;12.14969255806443;1.0;0.022456160582277243;0.0019294089133347647;0.8203545955614211;3.9571427680641613;1;3.941853841145833e-06;0.1472783088684082;140.0;0.781322273604711;3056700.0;8.0;686.0;1371.0;0.9876621212121212;0.18843316730606924;0.419203123124908;0.40252844694703527;552.6031674407031;0.8741161616161617;0.8398406008948863;0.8358333299514071;0.8741161616161617;0.8745245633847086;-0.08338690887066154;6.372010955700376;-0.008585858585858475;0.00038729034917805993;-0.007668969832631767;-0.008585858585858475;-0.007225342831549186;0.07979797979797976;0.14378470314868463;0.10747994147866835;0.08257575757575752;0.08628748158230537;0.012997457512192206;16.027950433890354;16.876914878828604;11.800401108381537;17600.0;9.513231268300927;47.653604643382465;10.361486888848601;4.909090909090909;9;10.90977760475779
bow;{'analyzer': 'word', 'binary': True, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};nb;OrderedDict([('alpha', 5.544760758656075), ('fit_prior', False)]);bow;{'analyzer': 'word', 'binary': True, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};nb;OrderedDict([('alpha', 6.6360850776123375), ('fit_prior', False)]);4.405183420096727;1881.0;70.89580010632642;0.46505503017293437;234.0;1881.0;234.0;234.0;1.0;1881.0;1.0;5.0;9405.0;920319.0;0.005947937617282703;0.024438406207822817;0.04090864146018935;37649.0;96.8542264752791;0.0;95.85433280170122;97.8542264752791;0.5908523466758745;2.65611304417116e-05;-1.5032312869732467;0.17591726347060097;96.0;0.0063869158411376924;0.02703301789922842;-0.019760674201634465;41.82689974419973;0.0;41.82912357383919;1749.6755789555093;2.321928094887362;9.951983248272297;2.321928094887362;0.014371719606937318;0.0031177540441758643;1.0;5.8727179028326;1;4.57763671875e-06;0.9031579494476318;43.0;0.6626124774785838;3764900.0;2.0;2486.0;4971.0;0.9442140350877193;0.21784562574505936;0.34312519837975763;0.28650273240028057;530.5860087007131;0.4562112351586036;0.4562112351586036;0.4546643261889663;0.4562112351586036;0.4546643261889663;0.04729551598345723;7.996913620383945;-0.02424242424242412;-0.024242424242424343;-0.03295676525934094;-0.02424242424242412;-0.03295676525934105;0.11132376395534288;0.10239234449760765;0.11417384225193006;0.11047315257841561;0.10986425590647725;0.0011048583500200277;7.553967181805486;7.363477399006889;8.077301915333262;14404.0;7.414715846846313;71.23960047799874;9.45623454869801;6.5;6;9.845975672146238
bow;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};lr;OrderedDict([('C', 7.379863917810966), ('max_iter', 102)]);bow;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};lr;OrderedDict([('C', 7.025841852291592), ('max_iter', 100)]);5.6607051146491045;496.3;6.299818658069716;0.016382599590840628;16.0;1277.0;16.0;16.0;1.0;99.0;1.0;10.0;4963.0;32848.0;0.10353750608865075;0.08466485381348009;0.15370798830979054;5049.0;5.6202;1.2665321149458786;4.621196856739875;6.618577473302438;0.5276292335115864;0.00019805902158843335;-0.7464580911920891;0.3161227471992207;6.0;0.007062834875791525;0.08913784705309304;0.40209010908500725;3.016141916528638;391.8574145442872;3.016445825231765;9.098945416558145;2.943417883999269;9.788690673781973;3.321928094887362;0.12441243194824672;0.005494258273063197;0.8860570728575847;2.4875937430973027;1;3.6811828613281245e-06;0.07995390892028809;130.0;0.4926277393394246;504900.0;8.0;297.0;593.0;0.9946745919806569;0.16825009531239074;0.48248869097204267;0.4727614346544756;473.0810853664155;0.9319623905021568;0.8826568329715939;0.9019160925154907;0.9319623905021568;0.9298562680653523;0.1424117243739488;4.955979788882084;0.0028213211951618744;0.016793844732674756;0.0059329619607080275;0.0028213211951618744;0.0031176496167790724;0.21841572994029557;0.24306996357526456;0.2342727975697395;0.21962723343939627;0.22055044126829237;0.03527139814018021;127.95919381727;17.323171717171714;26.447231986531982;2761.0;99.3196228956229;-179.82906060606058;102.94410774410777;64.0;63;34.53954586736675
bow;{'analyzer': 'word', 'binary': True, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 10, 'ngram_range': (1, 3), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};lr;OrderedDict([('C', 1.3214977674726243), ('max_iter', 1000)]);bow;{'analyzer': 'word', 'binary': True, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 10, 'ngram_range': (1, 3), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};lr;OrderedDict([('C', 0.8632012725909878), ('max_iter', 945)]);5.534103219009948;496.3;35.460004029820674;0.20661051021078902;253.0;1277.0;253.0;253.0;1.0;99.0;1.0;10.0;4963.0;200545.0;0.017951083298012916;0.05190536799082803;0.08321823032237154;16689.0;39.2484;1.2665321149458786;38.40942978037477;40.40801934313923;0.4600635148900473;0.0;12.16928660213585;0.3245406267919918;37.0;0.005056221795606971;0.043037722206985964;2.484851452591646;24.332171211783322;391.8574145442872;24.334622939454594;592.1738736054298;2.943417883999269;10.897255392453122;3.321928094887362;0.0928233682110814;0.013765278771251967;0.8860570728575847;4.911815157852799;1;4.169146219889323e-06;0.24915703137715658;101.0;0.5017891737348302;1668900.0;7.0;467.0;933.0;0.9721432601249245;0.21253853536926076;0.4812971805844961;0.45117431349917214;456.74289231612147;0.8752106340514191;0.8057857905704798;0.8253343122936747;0.8752106340514191;0.8723320442821656;0.10585422742892127;4.64781676299088;-0.002013611605300003;0.006849390251427945;0.003331477425615903;-0.002013611605300003;-0.001905309320489268;0.21458723762833176;0.2456813181267108;0.22966337392195801;0.22264667667627436;0.2231663795346286;0.03424431127021624;10.629468675489782;12.586928468409198;11.990047705761448;8339.0;7.911334151344047;59.69367008710094;9.97692669707616;10.833333333333334;9;10.427405860598466
bow;{'analyzer': 'word', 'binary': True, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 10, 'ngram_range': (1, 3), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};nb;OrderedDict([('alpha', 2.9520179116567187), ('fit_prior', True)]);tf-idf;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.float64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 10, 'ngram_range': (1, 3), 'norm': 'l1', 'preprocessor': None, 'smooth_idf': True, 'stop_words': None, 'strip_accents': None, 'sublinear_tf': False, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'use_idf': True, 'vocabulary': None};nb;OrderedDict([('alpha', 0.044295618163477775), ('fit_prior', False)]);4.584785733447043;996.2;38.18329652680185;0.3760747302745081;964.0;3832.0;964.0;964.0;1.0;1.0;1.0;10.0;9955.0;499480.0;0.008939296868743493;0.030939912093163546;0.06365820453271402;31796.0;48.9518;0.7640517303908287;48.19162818711102;50.13852640032122;0.6139451503333753;0.0;34.39837991362559;0.19513694242011692;34.0;0.004566749419396172;0.04551733803155281;4.565109469724453;60.77327677361164;1303.8384187552622;60.77632725807954;3693.7619549811825;2.2082090010112294;10.402617065184769;3.321928094887362;0.021631790351692385;0.0030680075485895204;0.6647371459995747;4.485198186254392;1;4.134178161621094e-06;0.8623503049214681;115.0;0.4665723963548795;3179600.0;2.0;2405.0;4809.0;0.9707114033326641;0.21062652392699782;0.44801077042113663;0.40608077090711764;616.8961328391814;0.5717727680772271;0.24590949272679904;0.23439815644382175;0.5717727680772271;0.5429201031333766;0.03597668394450413;3.0571974910401414;-0.031318559392644274;-0.02862995994033138;-0.03634907062054807;-0.031318559392644274;-0.04858907840655735;0.10770991221737303;0.06063480098807897;0.06211636660515102;0.10509947045030466;0.12045945627779692;-0.01813693374327077;6.232354877261052;7.675304745165533;8.666923543864376;14249.0;5.971891333439395;73.86270311220089;8.010097368125834;3.1333333333333337;8;9.105274918807845
