acc_vectorizer_type;acc_vectorizer_parameters;acc_model;acc_model_parameters;f1_vectorizer_type;f1_vectorizer_parameters;f1_model;f1_model_parameters;avg_char_per_word;avg_class_count;avg_unique_words_per_doc;english_stopword_ratio;max_char_per_word;max_class_count;max_min_length_ratio;max_words_per_doc;min_char_per_word;min_class_count;min_words_per_doc;number_of_classes;number_of_documents;number_of_words;punctuation_token_ratio;special_char_ratio;type_token_relation;vocabulary_size;avg_bigram_freq_per_doc;avg_std_ratio_class_count;avg_trigram_freq_per_doc;avg_words_per_doc;hapax_legomena_ratio;high_frequency_word_ratio;kurtosis_per_doc;long_word_ratio;median_words_per_doc;numeric_token_ratio;rare_word_ratio;skewness_per_doc;std_char_per_word;std_class_count;std_words_per_doc;variance_words_per_doc;class_entropy;corpus_word_entropy;max_class_entropy;mean_info_gain_ratio;mean_mutual_info_words_classes;normalized_class_entropy;words_per_doc_entropy;avg_feature_importance;avg_prediction_time;avg_training_time;avg_tree_depth;coef_stability;embedding_matrix_size;ideal_clusters_for_kmeans;num_tree_leaves;num_tree_nodes;sparsity;svd_top10_singular_ratio;svd_total_explained_ratio;svd_total_explained_variance;svd_total_singular_sum;avg_acc;avg_balanced_acc;avg_f1_macro;avg_f1_micro;avg_f1_weighted;cluster_label_agreement;davies_bouldin_score_embeddings;linear_vs_nonlinear_gap_acc;linear_vs_nonlinear_gap_balanced_acc;linear_vs_nonlinear_gap_f1_macro;linear_vs_nonlinear_gap_f1_micro;linear_vs_nonlinear_gap_f1_weighted;robustness_to_noise_acc_linear;robustness_to_noise_balanced_acc_linear;robustness_to_noise_f1_macro_linear;robustness_to_noise_f1_micro_linear;robustness_to_noise_f1_weighted_linear;silhouette_score_embeddings;automated_readability_index;coleman_liau_index;dale_chall_readability_score;difficult_words;flesch_kincaid_grade;flesch_reading_ease;gunning_fog;linsear_write_formula;school_grade;smog_index
bow;{'analyzer': 'word', 'binary': True, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 2), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};svm;OrderedDict([('C', 2.6582078762788393), ('degree', 2), ('gamma', 0.031699640014372484)]);bow;{'analyzer': 'word', 'binary': True, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 2), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};svm;OrderedDict([('C', 10.0), ('degree', 2), ('gamma', 0.013098715255384821)]);7.196072901759408;4827.5;23.117244950802693;0.15885426234721048;60.0;8512.0;60.0;60.0;1.0;1143.0;1.0;2.0;9655.0;237580.0;0.01081740887280074;0.22477720194891257;0.21804023907736342;51802.0;23.606939409632314;0.926464374047512;22.607457276022785;24.606939409632314;0.7081579861781399;0.0;-0.39473549294331534;0.430267699301288;23.0;0.015114908662345316;0.16352386564525634;0.3673656277522665;10.332220147707329;5210.669870563669;10.33275526023055;106.76583126782211;0.5246985588959853;12.556550178032252;1.0;0.011165757517025966;0.000971780422216647;0.5246985588959853;4.3803458270610465;1;3.960927327473958e-06;0.2136845588684082;71.0;0.6988154648225188;5180200.0;9.0;677.0;1353.0;0.9847054375970999;0.20266215749258062;0.4135088600517115;0.39330659313110666;596.558095534577;0.8463007702415345;0.5948463278992276;0.5936599798534662;0.8463007702415345;0.8370910783006486;-0.014525083355936082;6.758798776174998;-0.00507539107226207;-0.06536534053966758;-0.1063116977330581;-0.00507539107226207;-0.026505135209847208;0.007250075990566041;0.04981179277154835;0.0773213137290456;0.009736413939067101;0.020233016278052407;0.022773686927640417;19.133960503629723;17.956808927892407;15.464743423540568;21892.0;10.753617015049262;41.726186084395835;14.685017510162115;8125;14;13.37393256000929
bow;{'analyzer': 'word', 'binary': True, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 10, 'ngram_range': (1, 3), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};lr;OrderedDict([('C', 0.272178325897663), ('max_iter', 100)]);tf-idf;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.float64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'norm': 'l1', 'preprocessor': None, 'smooth_idf': True, 'stop_words': None, 'strip_accents': None, 'sublinear_tf': False, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'use_idf': True, 'vocabulary': None};nb;OrderedDict([('alpha', 0.308502598567478), ('fit_prior', False)]);4.592735474138093;3333.3333333333335;21458;0.3121924429956446;706.0;5241.0;706.0;706.0;1.0;1977.0;1.0;3.0;9999.0;266473.0;0.00969328975168216;0.03448081985514044;0.1030198181429263;27452.0;25.6473;1.960309442755286;24.7119;26.6473;0.6525207635144981;0.0;48.42481370846857;0.20004653379516874;14.0;0.010473856638383626;0.07785404149763767;5.6348285251354975;45.39432015913445;1700.4118128657344;45.396590045385295;2060.850387748775;1.4643536337525025;10.75089686543245;1.584962500721156;0.01154316204756648;0.001027990540125279;0.9239042772849347;3.4848857595547007;1;3.948211669921875e-06;0.31159814198811847;273.0;0.5728973884002855;2745200.0;8.0;1927.0;3853.0;0.9840934;0.208890832719671;0.5164961048208748;0.4832356433581586;661.0255314095538;0.6728330401526456;0.5751973376683441;0.569845543992344;0.6728330401526456;0.6496982119241282;-0.009883195669827203;5.757914151020089;0.000599850026994142;-0.0024980746298549628;-0.006132722118324829;0.000599850026994142;-0.0045214783256888325;0.09330021184481985;0.10715629855117881;0.10273137496245965;0.08919989179481846;0.09608187976842375;0.023435823937831626;6.942725090827132;7.860604839476135;9.411762202564189;12475.0;6.823903496876824;70.15131173552736;9.273001432770213;5.555555555555555;6;9.982340768595593
bow;{'analyzer': 'word', 'binary': True, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};nb;OrderedDict([('alpha', 3.4734196505997637), ('fit_prior', True)]);bow;{'analyzer': 'word', 'binary': True, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};nb;OrderedDict([('alpha', 0.8632012725909878), ('fit_prior', False)]);4.593668092202547;16666.666666666668;21.33066;0.3124803005483338;1103.0;26180.0;1103.0;1103.0;1.0;9655.0;1.0;3.0;49997.0;1328857.0;0.00934713065438945;0.03470753723996959;0.059875517079715876;79566.0;25.57714;1.9511848949303403;24.64378;26.57714;0.6492220295100922;0.0;68.30502095835803;0.20052571495653784;14.0;0.010409697958471078;0.04494163028828534;6.440141164910561;47.620990008822794;8541.818210037798;47.62146622586615;2267.80404550131;1.4623983799596352;10.931279962240083;1.584962500721156;0.00959804143708109;0.0008918297984165624;0.9226706494912312;3.466868161165532;1;4.324913024902344e-06;3.464554707209269;476.0;0.7333479907299132;7956600.0;8.0;8814.0;17627.0;0.98422322;0.20821037238418022;0.5096499063426608;0.4775398280758955;1468.8718487267581;0.6892266310840031;0.5929357565352597;0.5884650538313397;0.6892266310840031;0.6677385650418546;-0.022720462322656686;5.506656676342716;0.007419982405584169;0.007680632133612586;0.008237456004985044;0.007419982405584169;0.005870350585097328;0.0837400244674813;0.10116582690728748;0.10386225400774152;0.08504005006903337;0.09977362684669022;0.021303562714661977;6.880675885069728;7.833085448308083;9.402118049636876;36616.0;6.780261626829645;70.22752241656272;9.22937954795749;20.333333333333332;6;9.95176213348627
tf-idf;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.float64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 1.0, 'max_features': None, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'preprocessor': None, 'smooth_idf': True, 'stop_words': None, 'strip_accents': None, 'sublinear_tf': False, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'use_idf': True, 'vocabulary': None};nb;OrderedDict([('alpha', 0.07839708755483521), ('fit_prior', False)]);tf-idf;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.float64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 1.0, 'max_features': None, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'preprocessor': None, 'smooth_idf': True, 'stop_words': None, 'strip_accents': None, 'sublinear_tf': False, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'use_idf': True, 'vocabulary': None};nb;OrderedDict([('alpha', 0.048852846782451866), ('fit_prior', False)]);4.260751393380582;217.6818181818182;23.82856546251827;0.0019495731870110855;2826.0;614.0;0.0;2826.0;0.0;29.0;0.0;22.0;4743.0;145330.0;0.016066882267941927;0.7727757243950493;0.15003784490469965;21805.0;29.347880559615785;1.3155661664381517;28.36124451868866;30.346627688452703;0.5636780554918597;0.0;1000.4018560661409;0.12431019060070185;26.0;0.017311608961303463;0.08504782219775683;30.324364095592927;75.02366105232485;165.4662636780816;75.03149519436599;5629.725271102166;4.072585442893511;11.365050790143286;4.459431618637297;0.1327710887340233;0.011363401539797252;0.9132521341672691;4.231822389506094;0.0010000000000000002;4.547437032063802e-06;0.3077739079793294;183.0;0.41491229164543036;2180500.0;9.0;1296.0;2591.0;0.9856598454792233;0.19421806020859678;0.4113162136319454;0.3940707737691536;420.4686450667737;0.6285198315485366;0.4690594997671936;0.4881431312434499;0.6285198315485366;0.6120639568990746;0.029460164965281734;2.2195295627875016;-0.013991485706543627;0.01882310041965085;0.010408280079546417;-0.013991485706543627;-0.008749580904648724;0.16725661471566633;0.1495070783138629;0.15464794370149254;0.17185221977925413;0.16936000494268855;-0.006761050278787617;16.678833788988875;7.7357197568602665;21.131142433156278;795.0;10.447748702754911;84.42220524293307;14.541617303718631;12.5;9;4.943855071231332
word2vec;{'hs': 1, 'min_count': 10, 'sg': 0, 'vector_size': 100, 'window': 7, 'workers': 1};rf;OrderedDict([('max_depth', 24), ('max_features', 'sqrt'), ('min_samples_leaf', 2), ('min_samples_split', 2), ('n_estimators', 200)]);word2vec;{'hs': 1, 'min_count': 10, 'sg': 0, 'vector_size': 100, 'window': 7, 'workers': 1};rf;OrderedDict([('max_depth', 50), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 5), ('n_estimators', 200)]);4.362036808161615;3149.2;27.934014987933445;0.42313465489719304;391.0;5042.0;391.0;391.0;1.0;2462.0;1.0;5.0;15746.0;534012.0;0.0032995513209440985;0.03572706462567575;0.04161891493075062;22225.0;32.91413692366315;2.937782178346921;31.94252508573606;33.91413692366315;0.29385826771653545;0.0;5.786111170932859;0.17823944031220273;26.0;0.0045635678598982795;0.01387234743788529;1.4692725442927044;28.57052650820824;1071.965111372567;28.571433782672454;816.3268283976369;2.2621703367219195;10.016248441517002;2.321928094887362;0.01311978139625617;0.0012372501354313452;0.9742637343951249;4.200852684900293;1;4.4043858846028644e-06;0.8015417257944742;214.0;0.740497472263208;2222500.0;9.0;3362.0;6723.0;0.9775958338625683;0.1836417779382385;0.4060575560284893;0.37501040554932835;763.7920612091846;0.4270711762235264;0.3818163325333672;0.3730860168599927;0.4270711762235264;0.3971130826877531;0.009450564533760615;7.706170614851866;-0.008002637358722586;-0.0350663269660883;-0.04556165715585847;-0.008002637358722586;-0.036087818377656955;0.06922421682720825;0.09004930449580978;0.082551334933402;0.0779246860029088;0.08478655266863261;0.010321804557501615;6.382083501890648;6.651353982117609;8.64683703396021;8872.0;6.57825055716383;73.78605617096795;8.725453848437917;6.75;6;9.626125421989038
bow;{'analyzer': 'word', 'binary': True, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};lr;OrderedDict([('C', 10.0), ('max_iter', 999)]);bow;{'analyzer': 'word', 'binary': True, 'decode_error': 'strict', 'dtype': <class 'numpy.int64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'preprocessor': None, 'stop_words': None, 'strip_accents': None, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'vocabulary': None};lr;OrderedDict([('C', 10.0), ('max_iter', 1000)]);5.0610652628696755;24997.5;19.492499249924993;0.3559099529364496;96.0;50000.0;96.0;96.0;1.0;15990.0;1.0;4.0;99990.0;2132882.0;0.004292783191944045;0.05780188878931608;0.11447093650750487;244153.0;20.330953095309532;1.4990885889042933;19.330993099309932;21.330953095309532;0.7577420715698763;0.0;-0.22954229545640592;0.22528625587350823;17.0;0.00520094407473081;0.09543565935668265;0.8634991311858777;13.461560175623639;16675.13193351105;13.461627490660884;181.21541469731687;1.792105515914961;12.317148276299454;2.0;0.03216463297414152;0.0030532421327836763;0.8960527579574805;4.0046451153476115;1;5.040168762207031e-06;3.577688296635946;472.0;1.451345141270041;24415300.0;5.0;944.0;1887.0;0.9869496249624963;0.18104271926258708;0.3834281180283448;0.3672324950674489;1893.6839326490642;0.9738973897389739;0.9654720687947056;0.9703012084755948;0.9738973897389739;0.9736346638627035;0.09806295766556504;7.435075410977198;0.0025402540254025885;0.0037616663809494355;0.0028506806576968913;0.0025402540254025885;0.002549227964354306;0.18058805880588047;0.21154933908782336;0.20456441813727233;0.18093809380938097;0.18194829122686407;0.013496337253634975;10.338692507473155;10.348664423879214;10.214787229793586;147986.0;8.440338131714142;62.80179708678267;10.694140587425649;12.6;10;11.024332384093176
tf-idf;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.float64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l1', 'preprocessor': None, 'smooth_idf': True, 'stop_words': None, 'strip_accents': None, 'sublinear_tf': False, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'use_idf': True, 'vocabulary': None};rf;OrderedDict([('max_depth', 50), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 3), ('n_estimators', 190)]);tf-idf;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.float64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l1', 'preprocessor': None, 'smooth_idf': True, 'stop_words': None, 'strip_accents': None, 'sublinear_tf': False, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'use_idf': True, 'vocabulary': None};svm;OrderedDict([('C', 4.466399387591546), ('degree', 4), ('gamma', 10.0)]);4.907113515033249;2493.0;310.2946249498596;0.3955303648191251;17121.0;2972.0;4280.25;17121.0;4.0;2014.0;4.0;2.0;4986.0;3300717.0;0.003726463068478758;0.037347062231281335;0.057464787196236454;189675.0;660.996991576414;3.680202934233952;659.996991576414;661.996991576414;0.571651509160406;0.0;58.7963853669703;0.2458184085457796;358.0;0.00906651494205653;0.036891075484508366;6.741941566397905;1315.056697988327;677.4082963767125;1315.1885927479975;1729721.0344944582;0.9732036909639492;11.964811301267769;1.0;0.0019387325963766027;0.0009365289785317574;0.9732036909639492;7.230054685504766;1;5.7411193847656254e-06;0.6803534030914307;82.0;0.6746545635725325;18967500.0;2.0;523.0;1045.0;0.859996991576414;0.2536743520767242;0.4550817553600396;0.3299470137577894;405.4460759661765;0.7228239069394303;0.6935987502629976;0.6971942600530445;0.7228239069394303;0.7135612249848191;0.014939634630040355;6.708641378296356;0.006819093461692849;-0.0013233530109802993;-0.0006723336937994873;0.006819093461692849;0.001577322357424582;0.05776173285198549;0.07523468354797658;0.07305453287217278;0.0671881267549137;0.06377318203619853;0.040769199358524286;11.246397698187799;10.018592110124803;10.332392594765693;83054.0;9.901327490143107;58.1436758031648;12.053126141382904;11.8;9;11.984177261322614
tf-idf;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.float64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'norm': 'l1', 'preprocessor': None, 'smooth_idf': True, 'stop_words': None, 'strip_accents': None, 'sublinear_tf': False, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'use_idf': True, 'vocabulary': None};svm;OrderedDict([('C', 3.5529724637299758), ('degree', 4), ('gamma', 8.523652859137666)]);tf-idf;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.float64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'norm': 'l1', 'preprocessor': None, 'smooth_idf': True, 'stop_words': None, 'strip_accents': None, 'sublinear_tf': False, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'use_idf': True, 'vocabulary': None};svm;OrderedDict([('C', 10.0), ('degree', 2), ('gamma', 7.97421975129007)]);3.962161385435463;4559.5;47.83386336221077;0.49170631159327904;5120.0;5121.0;0.0;5120.0;0.0;3998.0;0.0;2.0;9119.0;723758.0;7.87556061556487e-05;0.0006878307163022749;0.03420894829487204;24759.0;78.3692290821362;5.741858181335821;77.3731768834302;79.36813247066564;0.5581000848176421;4.0389353366452604e-05;169.96305148679474;0.13353358443015484;24.0;0.005185363265576815;0.01909201694489042;8.541514984006074;156.06846596468702;794.0809152724929;156.07702399205422;24360.03741821627;0.9890323729795101;9.243822327637998;1.0;0.06730615994136718;0.014794332255705402;0.9890323729795101;4.460012017075967;1;4.377365112304687e-06;0.299071470896403;253.0;0.8291788487777197;2475900.0;9.0;747.0;1493.0;0.9638909968198267;0.20133174779865948;0.455067925441077;0.4128125199464239;595.3887901537782;0.8025850589509863;0.8101835758034737;0.798521121720829;0.8025850589509863;0.7969513597628385;0.3842546335306976;5.907245536362544;-0.03893766993990411;-0.034682867156198505;-0.04464962981491161;-0.03893766993990411;-0.04789021831738993;0.09013839819192604;0.08831148007978684;0.09586647674296478;0.08103687154708095;0.08742853082874213;0.01834834881309513;361869.2317801254;7.180643155590925;35904.79211163284;16323.0;282260.28598576295;-734506.0006267409;289499.6980899324;56.0;55;1277.3917002437645
tf-idf;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.float64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'norm': 'l1', 'preprocessor': None, 'smooth_idf': True, 'stop_words': None, 'strip_accents': None, 'sublinear_tf': False, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'use_idf': True, 'vocabulary': None};nb;OrderedDict([('alpha', 1.0400552696687195), ('fit_prior', False)]);tf-idf;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.float64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 0.8, 'max_features': 5000, 'min_df': 1, 'ngram_range': (1, 3), 'norm': 'l1', 'preprocessor': None, 'smooth_idf': True, 'stop_words': None, 'strip_accents': None, 'sublinear_tf': False, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'use_idf': True, 'vocabulary': None};nb;OrderedDict([('alpha', 0.9995991593828386), ('fit_prior', False)]);4.66250126210155;5000.0;147.7067;0.4547191839317582;2278.0;5037.0;2278.0;2278.0;1.0;4963.0;1.0;2.0;10000.0;2307659.0;0.0030442106047730622;0.040170231237434066;0.06163952299711526;142243.0;229.7659;95.55497043061452;228766;230.7659;0.6063989089094015;7.030222928369058e-06;8.009472194979852;0.2087158457987077;174.0;0.002512502930458963;0.041946838766039524;2.2301841108337865;169.63097858937795;52.32590180780452;169.6394607744766;28777.546651855184;0.9999604986492603;11.15656329265499;1.0;0.0039944061281662665;0.0012094151868421107;0.9999604986492603;6.691333795857973;1;5.3294499715169275e-06;1.1409420172373455;65.0;1.123233564306592;14224300.0;2.0;999.0;1997.0;0.910126;0.2584662476479244;0.35320372355646745;0.2581633110537839;518.3917097237226;0.7868660491324078;0.7867996076946177;0.7867947199947386;0.7868660491324078;0.7868117844280801;0.000485888284332417;7.208850919485842;-0.0335996107109211;-0.0334936919583706;-0.03355608769774654;-0.0335996107109211;-0.03357142935363844;0.09700007193280835;0.10172555476038125;0.10733944817421814;0.08849955181480973;0.10315177482269833;0.016999442278894487;9.747669708245802;8.43619804041364;9.164156281723844;64744.0;8.895338999545725;64.12142682489782;11.149385440954713;8.142857142857142;8;11.182893044143949
tf-idf;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.float64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 1.0, 'max_features': None, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'preprocessor': None, 'smooth_idf': True, 'stop_words': None, 'strip_accents': None, 'sublinear_tf': False, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'use_idf': True, 'vocabulary': None};lr;OrderedDict([('C', 10.0), ('max_iter', 100)]);tf-idf;{'analyzer': 'word', 'binary': False, 'decode_error': 'strict', 'dtype': <class 'numpy.float64'>, 'encoding': 'utf-8', 'input': 'content', 'lowercase': True, 'max_df': 1.0, 'max_features': None, 'min_df': 1, 'ngram_range': (1, 1), 'norm': 'l2', 'preprocessor': None, 'smooth_idf': True, 'stop_words': None, 'strip_accents': None, 'sublinear_tf': False, 'token_pattern': '(?u)\\b\\w\\w+\\b', 'tokenizer': None, 'use_idf': True, 'vocabulary': None};lr;OrderedDict([('C', 9.98934919552045), ('max_iter', 131)]);4.8183422601673325;57932.0;47.35034178001795;0.4194260789366507;2832.0;101082.0;0.0;2832.0;0.0;14782.0;0.0;2.0;115864.0;8128115.0;0.014565861826512051;0.05798780643779403;0.048200966644787874;391783.0;69.15224746254229;0.9493420636778463;68.1529810812677;70.15220430849962;0.6448212403294681;0.0;74.92754308036683;0.23838306913718618;35.0;0.004332613199608273;0.035442165865025285;6.988043503643498;125.76646758120329;61023.31521639905;125.76701031786735;15817.34088429455;0.5507654717082622;11.582853562490095;1.0;0.0047055177306691365;0.000652025569001208;0.5507654717082622;4.77475992578489;1;5.292892456054687e-06;22.985674063364666;595.0;1.4086872292608694;39178300.0;2.0;6630.0;13259.0;0.9701534730373541;0.19235357787053525;0.3770989236924997;0.34466562168560744;1973.8783973651916;0.9166551590088581;0.745165601021781;0.7826577796517902;0.9166551590088581;0.9096878716224485;-0.021546581599126285;7.071948668948168;-0.0032969649125527134;-0.020862383446149768;-0.015419892992883266;-0.0032969649125527134;-0.005173529317423542;0.034065800097496046;0.12919144679606398;0.12859871223575303;0.03449734938860283;0.048117331932850727;0.013262490920689606;9.594769977456359;9.472422007746061;9.625226650638721;167847.0;8.951419653416998;60.56000028114221;11.48402910946521;11.166666666666666;8;11.616835242886172
